geoname	geoname1	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	geonameId	latitude	longitude
Mérida (Yucatán, Mexiko)	Mérida (Yucatán, Mexiko)									3523349	20967	-89.62318
Mödling (bei Wien / Österreich)	Mödling (bei Wien / Österreich)									2781463	48.13333	16.15
	Möhringen a.d. Filder											
	Mönchengladbach (Rheinland)											
	Mörz bei Belzig											
Mülheim a.d. Ruhr	Mühlheim a./Rh.	Mülheim a.d. Ruhr	Mülheim/ Ruhr							2867838	51.43218	6.87967
München	München									2867714	48.13743	11.57549
Münster	Münster									2867543	51.96236	7.62571
	Münster (Westphalen)											
Nagasaki	Nagasaki									1856177	32.75	129.88333
Nagasaki (Japan)	Nagasaki (Japan)									1856177	32.75	129.88333
Nagasaki-shi 長崎市	Nagasaki-shi 長崎市									1856177	32.75	129.88333
Nagoya	Nagoya									1856057	35.18147	136.90641
Nairobi	Nairobi									184745	-1.28333	36.81667
	Namatanai (Ostküste Neuirland)											
	Namatani (Neu-Mecklenburg, heute New Ireland)											
Namibia	Namibia	Namibia (Damaraland)								3355338	-22	17
	Narubis (Deutsch-Südwest Afrika)											
	Narutaki (Nagasaki)											
Natal (Südafrika)	Natal (Südafrika)									1007311	-29.8579	31.0292
	Nauen (bei Berlin)											
	Nauheim bei Großgerau											
Naumburg (Saale)	Naumburg (Saale)	Naumburg a./S.	Naumburg							2866906	51.14987	11.80979
Nauru	Nauru	Nauru, Marshall-Inseln, Karolinen-Inseln								2110425	-517	166933
Navarro	Navarro									4683462	32.09543	-96.46887
Nazza	Nazza									2986569	42.05634	9.29729
Neapel	Neapel	Neapel (Kampanien / Italien)								3172394	40.85216	14.26811
	Neisse (Schlesien)											
Nepal	Nepal									1282988	28	84
Neu-Britannien	Neu-Britannien									2089703	-5.74307	150.77156
Neu-Guinea	Neu-Guinea									2089694	-3.16598	151.6935
	Neu-Hebriden											
Neu-Irland	Neu-Irland									2089694	-3.16598	151.6935
	Neu-Kaledonien											
Neu-Kamerun	Neu-Kamerun									5111163	42.19924	-77.40637
Neu-Mecklenburg	Neu-Mecklenburg									2864679	53.79342	13.7521
Neu-Pommern	Neu-Pommern									3100626	54.45388	17.48673
	Neu-Pommern, Salomon-Inseln, Samoa, Marshall-Inseln, Palau											
	Neu-Südwales (Australien)											
Neu-Ulm	Neu-Ulm									2863941	48.39279	10.01112
Neubabelsberg (Potsdam)	Neubabelsberg (Potsdam)									2953775	52.39322	13.0955
Neubrandenburg	Neubrandenburg									2866135	53.56414	13.27532
Neubrandenburg (Mecklenburg)	Neubrandenburg (Mecklenburg)	Neubrandenburg (Mecklenburg), https://de.wikipedia.org/wiki/Ernst_K%C3%BChnel								2866135	53.56414	13.27532
	Neubritannien											
Neubukow	Neubukow									2866087	54.03227	11.67331
Neuchâtel (Schweiz)	Neuchâtel (Schweiz)									2659496	46.99179	6931
	Neudamm (Frankfurt a./O.)											
	Neue Hebriden	Neue-Hebriden, Riff-Inseln, Santa Cruz										
Neuendettelsau (Bayern)	Neuendettelsau (Bayern)									2865798	49.28333	10.78333
	Neuendorf bei Lauenstein (Bezirk Köslin)											
Neuguinea	Neuguinea									2082514	-5	140
	Neuguinea, Neu-Mecklenburg											
	Neuhaldersleben											
	Neuhaus/a.d. Elbe (Grhzt. Mecklenburg-Schwerin)											
	Neuirland											
Neukaledonien	Neukaledonien									2139685	-21.5	165.5
Neukölln	Neukölln									2864695	52.47719	13.43126
	Neukölln (bei Berlin)											
	Neumecklenburg											
Neumünster (Schleswig)	Neumünster (Schleswig)									2864475	54.07399	9.98456
Neuruppin	Neuruppin									2864276	52.92815	12.80311
	Neusalz/Oder											
Neuseeland	Neuseeland									2186224	-42	174
	Neuss a./Rh											
	Neuss a./Rh.											
Neustrelitz	Neustrelitz									2864005	53.3613	13.07292
Neuwied	Neuwied									2863840	50.4336	7.47057
	New Mexico (Vereinigte Staaten USA)											
New Orleans	New Orleans									4335045	29.95465	-90.07507
	New York (Vereinigte Staaten (USA)	New York (Vereinigte Staaten, USA)										
Nicaragua	Nicaragua									3617476	13	-85
Niederlande	Niederlande									2750405	52.25	5.75
	Niederländisch Indien	Niederländisch-Indien										
	Niederländisch Süd-Neuguinea											
	Niederländisch-Guayana											
	Niederwalluf (Rheinland)											
Nienburg	Nienburg									2862620	52.6461	9.22086
	Nienburg a./N.											
Niesky	Niesky									2862460	51.29241	14.82107
Nigeria	Nigeria									2328926	10	8
	Nikolassee (bei Berlin)											
Nizza	Nizza									2990440	43.70313	7.26608
Nord-Afrika	Nord-Afrika									7729887	32.95337	9.97559
Nord-Argentinien	Nord-Argentinien									3171193	44.95909	7.19167
Nord-Australien	Nord-Australien									2185983	-39	176
Nord-Bali	Nord-Bali									8521737	5.89548	10.03395
Nord-Brasilien	Nord-Brasilien									3394023	-5795	-35.20944
	Nord-Britannien											
Nord-Chile	Nord-Chile									3180197	45.59638	12.32655
	Nord-Hebriden											
Nord-Indien	Nord-Indien									6010485	51.54667	-76.08083
Nord-Kamerun	Nord-Kamerun									2234974	5.9597	10.14597
	Nord-Neuirland											
Nord-Nigeria	Nord-Nigeria									2335953	9.92849	8.89212
Nord-Queensland	Nord-Queensland									2154857	-27.52791	153.46081
	Nord-Sibirien											
Nord-Sumatra	Nord-Sumatra									1214520	3.58333	98.66667
Nord-Transvaal (Südafrika)	Nord-Transvaal (Südafrika)									980595	-25.86522	25.64421
Nord-Venezuela	Nord-Venezuela									7910777	45.42863	12.35744
Nordafrika	Nordafrika									7729887	32.95337	9.97559
	Nordafrika (Algerien, Kabylei)											
	Nordafrika (wohl Marokko)											
	Nordafrika, Algerische Sahara											
	Nordafrika, Tunesien											
Nordamerika	Nordamerika									6255149	46.07323	-100.54688
	Nordamerika (Prärie)											
	Nordamerika, Prärie, Arizona											
Nordhausen	Nordhausen									2861982	51.5018	10.7957
Nordhausen (Thüringen)	Nordhausen (Thüringen)									2861982	51.5018	10.7957
	Nordost-Bolivien											
	Nordost-Peru											
	Nordwest-Argentinien											
	Nordwest-Australien											
	Nordwest-Kamerun											
	Nordwest-Kamerun und Mittleres Kamerun											
Nottingham	Nottingham									2641170	52.9536	-1.15047
	Nubien											
	Nusa (Nord-Neumecklenburg)											
Nyamba	Nyamba									1090262	-12.8061	45.10017
Nürnberg	Nürnberg									2861650	49.45421	11.07752
Oakland (Californien)	Oakland (Californien)									5378538	37.80437	-122.2708
Oakland (Kalifornien)	Oakland (Kalifornien)									5378538	37.80437	-122.2708
	Oakland (Vereinigte Staaten, USA)											
Oaxaca (Mexiko)	Oaxaca (Mexiko)									3522509	17	-96.5
Ober-Ägypten	Ober-Ägypten									10054391	-9.09613	26.73407
Oberdorf (Baden)	Oberdorf (Baden)									2861084	47.61707	9.57407
	Oberer Sambesi											
	Oberförsterei Panten bei Liegnitz (Schlesien)											
Oberkassel	Oberkassel									2860103	51.23011	6.74698
	Ockrilla bei Meißen											
	Oels (heute Oleśnica / Polen)											
Oelsnitz (Vogtland)	Oelsnitz (Vogtland)									2857919	50.4147	12.1695
Oernsköldsvik (Schweden)	Oernsköldsvik (Schweden)									6296805	63.40834	18.99004
Offenbach/Main	Offenbach/Main									2857807	50.10061	8.76647
Ohlendorf (Niedersachsen)	Ohlendorf (Niedersachsen)									2857674	53.34199	10.05036
Ohrdruf	Ohrdruf									2857592	50.82882	10.73407
Okahandja	Okahandja									3354898	-21.98141	16.9029
Oklahoma City	Oklahoma City									4544349	35.46756	-97.51643
Oku (Kamerun)	Oku (Kamerun)									2223196	6.18333	10.51667
	Old Calabar (Nigeria)											
Oldenburg	Oldenburg									2857458	53.14118	8.21467
Omaha	Omaha									5074472	41.25626	-95.94043
	Omaha (Vereinigte Staaten USA)											
Omaha Reservation (Nebraska)	Omaha Reservation (Nebraska)									5074514	42.09227	-96.53575
	Omegna (Provinz Novara, Norditalien)											
Oppeln	Oppeln									3090048	50.67211	17.92533
Oppeln (Oberschlesien)	Oppeln (Oberschlesien)									3080538	50.60503	18.48467
Oranienburg	Oranienburg									2857129	52.75577	13.24197
	Ort, Diwani											
	Ort, Fahrenbühl											
	Ort, Faradje											
	Ort, Groot Sangir											
	Ort, Mbweni											
	Ort, Port Natal											
	Ort, Tuonman											
Osaka	Osaka									1853909	34.69379	135.50107
Osaka (Japan)	Osaka (Japan)									1853909	34.69379	135.50107
	Oslebshausen (bei Bremen)											
Oslo	Oslo									3143244	59.91273	10.74609
Oslo (Norwegen)	Oslo (Norwegen)									3143244	59.91273	10.74609
	Osmanisches Reich											
Osnabrück	Osnabrück									2856883	52.27264	8.0498
	Ost-Bolivien											
	Ost-Ecuador											
Ost-Grönland	Ost-Grönland									1000098	-31.20415	27.45628
Ost-Java	Ost-Java									1625822	-7.24917	112.75083
	Ost-Labrador (Kanada)											
Ost-Peru	Ost-Peru									12435759	-9.53056	119.20556
	Ost-Turkistan											
Ostafrika	Ostafrika									7729889	-0.52734	36.51855
	Ostafrika (Pare-Gebirge)											
	Ostafrika (Swahiliküste)											
	Ostafrika, Makonde											
	Ostafrika, Massai											
	Ostafrika, Ruanda											
	Ostafrika, Wassiba											
Ostasien	Ostasien									7729894	32.24997	114.60938
	Ostbrasilien											
Osterinsel (Isla de Pascua / Rapa Nui)	Osterinsel (Isla de Pascua / Rapa Nui)									4030726	-27.11667	-109.36667
	Ostgrönland											
	Ostperu											
Ostpreußen	Ostpreußen									772636	54	21
	Ostturkestan											
Ouargla	Ouargla									2485794	30.68333	5.26667
Ovamboland	Ovamboland									3371194	-18	16
Oxford (England, UK)	Oxford (England, UK)									2640729	51.75222	-1.25596
Ozeanien	Ozeanien									6255151	-18.31281	138.51562
Padang	Padang									1633419	-0.94924	100.35427
Padang (Pâdang)	Padang (Pâdang)									1633419	-0.94924	100.35427
Padang (Sumatra)	Padang (Sumatra)									1633419	-0.94924	100.35427
Paderborn	Paderborn									2855745	51.71905	8.75439
	Pakhoi-Hoihow											
Pakistan	Pakistan									1168579	30	70
Palau	Palau									1559582	7503	134621
Panama	Panama									3703430	9	-80
Pangani	Pangani									11267973	-1.95432	40.52967
	Pangwe (Westafrika)											
Pankow (bei Berlin ?)	Pankow (bei Berlin ?)									2852217	52.53878	13.42443
	Papan-Yokohama											
Papeete (Tahiti)	Papeete (Tahiti)									4033936	-17.5347	-149.56843
	Papua-Neuguinea (Deutsch-Neuguinea)											
Para	Para									3405870	-1.45583	-48.50444
Para (Brasilien)	Para (Brasilien)									3405870	-1.45583	-48.50444
Paraguay	Paraguay									3437598	-23.33333	-58
Paris	Paris	Paris (Frankreich)	Paris, île de France (Frankreich)	ParisParis (Frankreich)						2988507	48.85341	2.3488
	Parnelmen (Ostpreußen)											
Pará	Pará									3405870	-1.45583	-48.50444
Passy (Paris)	Passy (Paris)									2988394	48.8637	2.2769
Patagonien	Patagonien									3841798	-44	-68
	Patagonien, Neuguinea, Fidji-Inseln, Santa Cruz, Melanesien											
Peking	Peking	Peking (Beijing)	Peking (Beijing) (China)	Peking (Beijing) / China	Peking (Beijing, China)	Peking (China)				1816670	39.9075	116.39723
Penang	Penang									1733047	5.37677	100.25848
	Pennsylvania (Nordost)											
Pernambuco (Brasilien)	Pernambuco (Brasilien)									3392268	-8.33333	-37.75
Persien	Persien									130758	32	53
Peru	Peru									3932488	-10	-75.25
	Peschaur											
	Peshawer (Indien)											
Pest (Budapest, Ungarn)	Pest (Budapest, Ungarn)									3054643	47.49835	19.04045
Petrosawodsk	Petrosawodsk									509820	61.78491	34.34691
	Petrowsk (Daghestan)											
	Pforta (Kreis Naumburg a.S.)											
Pforzheim	Pforzheim									2853969	48.88436	8.69892
Philadelphia	Philadelphia	Philadelphia (Pa.)	Philadelphia (Pennsylvania)		Philadelphia (Pennsylvania, Vereinigte Staaten USA)					4560349	39.95238	-75.16362
Philippinen	Philippinen	Phillipinen								1694008	13.40882	122.56155
	Phillipsthal (Hessen-Nassau)											
	Piasniki bei Lipine (Oberschlesien)											
Picardie (Frankreich)	Picardie (Frankreich)									2987375	49.63333	2.8
Pietermaritzburg	Pietermaritzburg	Pietermaritzburg (Natal, Südafrika)								965301	-29.61679	30.39278
Pietersburg	Pietersburg									965289	-23.90449	29.46885
	Pillau (Ostpreußen)											
	Piroc (Frankreich)											
Pisa	Pisa									3170647	43.70853	10.4036
	Plains (nördliche)											
Plauen	Plauen									2853292	50.4973	12.13782
Plötzensee	Plötzensee									2853124	52.54455	13.32933
	Pohnpei, 1908											
Pointe á Pitre	Pointe á Pitre									3578959	16273	-61.50507
	Polarstation Sagastyr											
Polynesien	Polynesien									7729901	-17.6859	-143.87695
Port Blair (Andamanen)	Port Blair (Andamanen)									1259385	11.66613	92.74635
Port Elizabeth	Port Elizabeth									964420	-33.96109	25.61494
	Port Louis auf Mauritius											
Port Velho (Rondônia)	Port Velho (Rondônia)									12967128	-8.74398	-63.91782
	Port of Spain auf Trinidad											
Portland (Oregon)	Portland (Oregon)									5746545	45.52345	-122.67621
Portugal	Portugal									2264397	39.6945	-8.13057
	Portugiesisch Ostafrika											
	Portugisisch-Guinea											
Posen	Posen									3088171	52.40692	16.92993
Posen (Poznań)	Posen (Poznań)									3088171	52.40692	16.92993
Potsdam	Potdam	Potsdam								2852458	52.39886	13.06566
Potsdam-Sanssouci	Potsdam-Sanssouci									6295638	52.40416	13.0385
Prag	Prag	Prag (Böhmen)								3067696	50.08804	14.42076
Prenzlau	Prenzlau									6550670	53.3022	13.8481
Pretoria	Pretoria									964137	-25.74486	28.18783
Preußen	Preußen									554234	54.70649	20.51095
	Prokuls (Memelland)											
Prosnes (Frankreich)	Prosnes (Frankreich)									6435953	49.19194	4.29222
	Protektorat, Britisch-Ostafrika											
	Provinz, British Columbia (Kanada/Canada)											
Provinz, Chiriqui (Panama)	Provinz, Chiriqui (Panama)									3711668	8.42729	-82.43085
	Provinz, Chôshû (長州)											
Provinz, Parana	Provinz, Parana									3430132	-29.14522	-59.47951
Provinz, Rio Negro	Provinz, Rio Negro									3701836	7.63478	-80.97325
	Provinz, Santa Catharina											
Provinz, Sao Paulo	Provinz, Sao Paulo									2240449	-8.83682	13.23432
	Provinz, Shandong	Provinz, Shandong / China										
	Provinz, Zhili (heute Hebei)											
	Provinzhaupstadt, Desterro											
Pueblo	Pueblo									5435464	38.25445	-104.60914
Puerto Cabello (Venezuela)	Puerto Cabello (Venezuela)									3629706	10.47306	-68.0125
	Puerto Istueha (Misiones, Argentinien)											
Purulia (Indien)	Purulia (Indien)									1259163	23.33062	86.36303
	Pölsdorf bei Eppendorf											
	Qatiktalik (Cape Fullerton, Kanada)											
Qingdao (Tsingtao)	Qingdao (Tsingtao)									1797929	36.06488	120.38042
Quebec City (Kanada)	Quebec City (Kanada)									6325494	46.81228	-71.21454
Quedlinburg	Quedlinburg									2851465	51.78843	11.15006
Queensland	Queensland									11523972	-16.56884	142.4846
Quito (Ecuador)	Quito (Ecuador)									3652462	-0.22985	-78.52495
Radebeul	Radebeul									2851077	51.10654	13.66047
	Radomitz (bei Posen)											
Rangoon (Burma)	Rangoon (British Birma)	Rangoon (Burma)	Rangoon/Rangun (Burma/Birma)		Rangun (Rangoon)					1298824	16.80528	96.15611
	Rauenheim (Kreis Großgerau, Großherzogtum Hessen)											
	Rawalpindi (Britisch-Indien)											
Reading (Pennsylvania)	Reading (Pennsylvania)									5207728	40.33565	-75.92687
	Recke (Kr. Tecklenburg)											
Regensburg	Regensburg									2849483	49.01513	12.10161
	Regierungsbezirk, Bertua											
	Regierungsbezirk, Ossidinge											
Region, Gran Chaco	Region, Gran Chaco									3444449	-23	-60
	Region, Indischer Archipel											
Region, Ostafrika	Region, Ostafrika									7729889	-0.52734	36.51855
Region, Phrygien	Region, Phrygien									8378490	38.42024	30.39093
Region, Südafrika	Region, Südafrika									7626902	-32.1721	25.65618
	Region, Südost-Kamerun											
Region, Tibet	Region, Tibet									1280737	29.65	91.1
	Region, Tsi-nan fu (Jinanfu) 濟南府											
	Region, Zentral-Australien											
Rehoboth (Namibia)	Rehoboth (Namibia)									3353540	-23317	17.09
	Reich des Muata-Jamvo											
Reichenau (Sachsen)	Reichenau (Sachsen)									7602603	50.80839	13.57757
Reinickendorf	Reinickendorf									2848756	52.56395	13.33552
	Remhagen											
Remiremont, (Vosges, Frankreich)	Remiremont, (Vosges, Frankreich)									2984050	48.01754	6.5882
Remscheid	Remscheid									2848273	51.17983	7.1925
Rendsburg (Schleswig-Holstein)	Rendsburg (Schleswig-Holstein)									2848245	54.30182	9.67175
Republik Südafrika	Republik Südafrika	Republik Südafrika (Land/Region)								953987	-29	24
Reudnitz (Leipzig)	Reudnitz (Leipzig)									11611309	51.33182	12.40258
Rheinland	Rheinland									2847618	49.66667	7.5
	Rheinregion											
	Rhodesia, Mashona-Land	Rhodesien										
Riberalta	Riberalta									3906466	-11.01026	-66.05257
Richmond	Richmond									5387428	37.93576	-122.34775
Ridgewood (New Jersey)	Ridgewood (New Jersey)									5103269	40.97926	-74.11653
Riga	Riga	Riga (russ Gov. Livland)								456172	56946	24.10589
Rio de Janeiro	Rio de Janeiro	Rio de Janeiro (Brasilien)								3451190	-22.90642	-43.18223
	Rio del Rey-Gebiet (Kamerun)											
Riobamba	Riobamba	Riobamba (Ecuador)								3652350	-1.66506	-78.65887
Rixdorf	Rixdorf	Rixdorf bei Berlin								2846304	54.20767	10.42291
Rom	Rom	Rom (Italien)								3169070	41.89193	12.51133
Rondebosch	Rondebosch	Rondebusch (vor Capetown)								7302802	-33.96333	18.47639
Roseires	Roseires									378459	11.8659	34.3869
Rosenberg o/S	Rosenberg o/S									6292163	47.31319	8.91206
Rostock	Rostock	Rostock (Mecklenburg)								2844588	54.0887	12.14049
Rotterdam	Rotterdam	Rotterdam (Niederlande)								2747891	51.9225	4.47917
Rouen (Frankreich)	Rouen (Frankreich)									2982652	49.44313	1.09932
Ruanda	Ruanda									49518	-2	30
Rudolstadt (Thüringen)	Rudolstadt (Thüringen)									2843355	50.72043	11.34046
Russland	Russland									2017370	60	100
Réunion	Réunion									935317	-21.1	55.6
Römhild	Römhild									2845304	50.39639	10.53889
	Rüngsdorf (bei Godesberg)											
	S. Ramon (Distr. Itaya, Ost-Peru)											
Saadani	Saadani									6941813	41.6	6.25
Saalburg (Bad Homburg)	Saalburg (Bad Homburg)									3208114	50.27146	8.56672
Saalfeld	Saalfeld									2842688	50.64826	11.36536
Saarbrücken	Saarbrücken									2842647	49.23262	7.00982
	Saarlouis (Rheinprovinz)											
Sagan	Sagan									2016360	53.09142	102.76763
Saigon	Saigon									1566083	10.82302	106.62965
	Saint Kitts (West Indies)											
	Saipan (Marianen-Inseln), 1899-1906											
Sakarre	Sakarre									150321	-4.98333	38.43333
Salem	Salem									5750162	44.9429	-123.0351
Salisbury (Harare, Zimbabwe)	Salisbury (Harare, Zimbabwe)									890299	-17.82772	31.05337
Salisbury (Südafrika)	Salisbury (Südafrika)									958156	-29.88585	31.04977
Salomon-Inseln	Salomon-Inseln	Salomonen								2103350	-8	159
Salta	Salta									3838233	-24.80645	-65.41999
Salzburg (Österreich)	Salzburg (Österreich)									2766824	47.79941	13.04399
Samarang	Samarang									1746884	5.58333	114.9
Samarkand	Samarkand									1216265	39.65456	66.96445
Sambesi	Sambesi									895953	-13.54323	23.10467
Samoa	Samoa									4034894	-13.8	-172.13333
San Agustin (Kolumbien)	San Agustin (Kolumbien)									3670266	1.92433	-76.41572
San Francisco	San Francisco	San Francisco (Kalifornien)	San Francisco (Vereinigte Staaten USA)							3600949	14.0818	-87.20681
San José	San José	San José (Costa Rica)	San José de Costa Rica							3621849	9.93388	-84.08489
San Pedro Sula	San Pedro Sula									3601782	15.50585	-88.02588
	San Pedro de Riobamba (Ecuador, Provinz Chimborazo)											
	San Ramon (Itaya Distrikt, Ost-Peru)											
San Salvador	San Salvador									3583361	13.68935	-89.18718
Sankt Gallen	Sankt Gallen									2658822	47.42391	9.37477
Sankt Petersburg	Sankt Petersburg	Sankt Petersburg (Russland)	Sankt Petersburg (Russland), 1897 - 1902	St. Petersburg						498817	59.93863	30.31413
Sansibar	Sansibar	Sansibar (Zanzibar)								148728	-6.25	39.41667
Santa Cruz de la Sierra (Bolivien)	Santa Cruz de la Sierra (Bolivien)									3904906	-17.78629	-63.18117
Santa Cruz del Eje	Santa Cruz del Eje									3836523	-30.79885	-65.19134
Santa Rosa (Californien)	Santa Rosa (Californien)									5393287	38.44047	-122.71443
Santiago de Chile	Santiago de Chile									3871336	-33.45694	-70.64827
Sao Paulo (Brasilien)	Sao Paulo (Brasilien)									3448439	-23.5475	-46.63611
Sao Paulo de Loanda (Angola)	Sao Paulo de Loanda (Angola)									2240449	-8.83682	13.23432
	Saparua und Harauka											
	Sarawak (brit. Kolonie, heute Teil Malaysias)											
	Sargstedt bei Halberstadt											
	Schigatini											
	Schimonoseki (Japan)											
	Schivelbein (Hinterpommern), heute Swidwin/Polen											
Schleswig	Schleswig									2838632	54.2	9.75
	Schleuringen (i. Thüringen)											
	Schloss Friedersdorf (Krs. Lauban in Schlesien)											
	Schloss Rohrbach bei Weistrach											
	Schloss Scharfeneck (Grafschaft Glatz / Schlesien)											
	Schloss Waltershausen bei Saal / a.d. Saale											
	Schlossgut Ast (Bayern)											
Schmalkalden	Schmalkalden									2838059	50.72136	10.44386
	Schmargendorf (bei Berlin)											
	Schmolz (b. Breslau)											
Schoeneberg (bei Berlin)	Schoeneberg (bei Berlin)									6944089	52.4849	13.3429
	Schotteck bei Bremen											
Schreiberhau (Schlesien)	Schreiberhau (Schlesien)									3083677	50.82567	15.52274
	Schridlau (Westpreußen)											
	Schuckmannsburg (Caprivi-Zipfel)											
Schweden	Schweden									2661886	62	15
	Schweisnitz											
Schweiz	Schweiz									2658434	47.00016	8.01427
Schwerin	Schwerin	Schwerin (bei)								2834282	53.62937	11.41316
	Schwiebus, Kr. Züllichau (Neumark)											
Schwina	Schwina									2930428	52.30176	12.77813
Schwäbisch Hall	Schwäbisch Hall									2835481	49.11127	9.73908
Schwäbisch-Gmünd	Schwäbisch-Gmünd									2835482	48.79947	9.79809
Schönau (Sachsen)	Schönau (Sachsen)									2837041	51.06402	14.88402
Schönberg (Westmecklenburg)	Schönberg (Westmecklenburg)									2836944	53.84922	10.93123
Schöneberg (bei Berlin)	Schöneberg (bei Berlin)									6944089	52.4849	13.3429
Schönholz	Schönholz									2836553	52.57138	13.38137
	Schöningen bei Braunschweig											
	Schönshausen (Altmark)											
Scranton (Pennsylvania)	Scranton (Pennsylvania)									5211303	41.40916	-75.6649
Seattle (Washington)	Seattle (Washington)									5809844	47.60621	-122.33207
	Seckenheim bei Mannheim											
	Semarang (Samerang)											
	Sendshirli (Sendschirli)											
Seoul (Südkorea)	Seoul (Südkorea)									1835848	37566	126.9784
Sepik	Sepik	Sepik (Neuguinea)								2097846	-4	143.75
Shanghai	Shanghai	Shanghai (China)								1796236	31.22222	121.45806
Siam	Siam	Siam (Thailand)								1818185	10	102
Sibirien	Sibirien									2016590	60	100
	Sibirien (Amur-Gebiet)											
	Sibirien (Grenzregion zu China)											
Siegen	Siegen									2832495	50.87481	8.02431
Sielbeck	Sielbeck									2832396	54.18164	10.62345
Sierra Leone	Sierra Leone									2403846	8.5	-11.5
	Sigrampur											
Sikkim	Sikkim									1256312	27.75	88.5
Simbabwe	Simbabwe									878675	-19	29.75
Singapore	Singapore	Singapur	Singapur (Singapore)	Singapure						1880252	1.28967	103.85007
Sioux	Sioux									5231851	43.54997	-96.70033
Smith Sound (Kanada)	Smith Sound (Kanada)									6150199	48.16659	-53.66479
Smyrna (Izmir)	Smyrna (Izmir)									311046	38.41273	27.13838
Soerabaja (Soerabaya)	Soerabaja (Soerabaya)	Soerabaja/Malang (Java, Indonesien)	Soerabaya (Surabaya)							1625822	-7.24917	112.75083
Soest	Soest									2747034	52.17333	5.29167
Sofia	Sofia									727011	42.69751	23.32415
	Sommerstedt											
Sonora (Mexiko)	Sonora (Mexiko)									3982846	29.66667	-110.5
	Sooß bei Baden (Niederösterreich)											
Sosnowiec	Sosnowiec									3085128	50.28682	19.10385
Southampton	Southampton									2637487	50.90395	-1.40428
Spandau	Spandau									7290252	52.5511	13.19921
Springe	Springe									2830035	52.20845	9.55416
	Springfield (Ohio, Vereinigte Staaten (USA))											
Sprottau	Sprottau									3083631	51563	15.53504
	Srassburg											
Sri Lanka (Ceylon)	Sri Lanka (Ceylon)									1227604	7.60632	80.71648
	Srindagar (Kashmir)											
St. Gallen (Schweiz)	St. Gallen (Schweiz)									2658822	47.42391	9.37477
	St. Joseph de Nolala											
St. Petersburg (Florida)	St. Petersburg (Florida)									12213342	28.12342	-82.52853
St. Thomas	St. Thomas									4795467	18.3419	-64.9307
Sta. Cruz de Tenerife	Sta. Cruz de Tenerife									2511174	28.46824	-16.25462
	Stabelwitz (bei Breslau)											
Stade	Stade									2829901	53.59337	9.47629
Stadt, Bad Muskau	Stadt, Bad Muskau									2953397	51.55051	14.7124
Stadt, Berlin	Stadt, Berlin									2950159	52.52437	13.41053
Stadt, Jauernig	Stadt, Jauernig									3070818	50.4	17.01667
	Stadt, Katharein											
	Stadt, Kisaki											
	Stadt, Kobe											
	Stadt, Kumamoto											
	Stadt, Medan											
	Stadt, Nara											
	Stadt, Piracicaba											
	Stadt, Potosi in Bolivien (Anden)											
Stadt, Potsdam	Stadt, Potsdam									2852458	52.39886	13.06566
	Stadt, Qingdao 青岛, Qīngdǎo (Tsingtao)											
Stadt, St. Louis	Stadt, St. Louis									6957319	47.57564	7.57329
	Stadt, Stettin, Zuordnung unsicher											
	Stadt, Strasbourg, Frankreich											
	Stadt, Tokio											
	Stadt, Urag (Ulaanbaatar)											
	Stadt, Wellington											
	Stadtteil, Altona											
	Stadtteil, Bergedorf											
	Stadtteil, Charlottenburg											
	Stadtteil, Dahlem											
	Stadtteil, Ealing											
	Stadtteil, Friedenau											
	Stadtteil, Frohnau											
	Stadtteil, Geestemünde											
	Stadtteil, Grunewald											
	Stadtteil, Halensee											
	Stadtteil, Lankwitz											
	Stadtteil, Lichtenrade											
	Stadtteil, Lichterfelde											
	Stadtteil, Lichterfelde-West											
	Stadtteil, Marienfelde											
	Stadtteil, Schmagendorf											
	Stadtteil, South Kensington											
	Stadtteil, St. Pauli											
	Stadtteil, Weißensee											
	Stadtteil, Wilmersdorf											
	Station (Forschung), Bismarckburg											
	Station (Forschung), Jaunde											
	Station (Polizei/Militär), Bukoma											
	Station (Polizei/Militär), Deutsch-Binder											
	Station (Polizei/Militär), Ebolova											
	Station (Polizei/Militär), Johann-Albrechts-Höhe											
	Station (Polizei/Militär), Kete-Hedwigswart											
	Station (Polizei/Militär), Kete-Kratschi											
	Station (Polizei/Militär), Kilimatinde											
	Station (Polizei/Militär), Lokodé											
	Station (Polizei/Militär), Misahöhe											
	Station (Polizei/Militär), Muansa											
	Station (Polizei/Militär), Ujiji (Udjidji)											
	Station (Polizei/Militär), Usumbura											
	Stawropol (Kaukasus)											
Steglitz	Steglitz	Steglitz (bei Berlin)								2829109	52.45606	13332
	Steinau/ Od.											
	Stephansort (Papua-Neuguinea / Kaiser-Wilhelms-Land)											
Stettin	Stettin	Stettin (heute Szczecin, Polen)								3083829	53.42894	14.55302
Steyl	Steyl	Steyl (Niederlande)								2746751	51.33217	6.11942
Stockach (Baden)	Stockach (Baden)									2826909	47.85105	9.0091
Stockholm	Stockholm	Stockholm (Schweden)								2673730	59.32938	18.06871
	Stone Town (Sansibar)											
Storkow (Mark)	Storkow (Mark)									2826403	52.25662	13.93337
Stralsund	Stralsund									2826287	54.30911	13.0818
Straubing (bei)	Straubing (bei)									3206682	48.76637	12.23096
